"source","description","date","curator","revision","Increased abundance in Group 1","NCBI","Experiment","Study","Page Name"
"Figure S2D","association of fecal microbiota and current or non-current H.Pylori infection","2020-04-01","Fatima Zohra","","increased","1378,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae_UCG-004","Experiment 1","Study 243","Signature 1"
"Figure S2D","association of fecal microbiota and current or non-current H.Pylori infection","2020-04-01","Fatima Zohra","","decreased","85025,12916,1827,12917,1833","Experiment 1","Study 243","Signature 2"
"Figure 2D","association between helicobacter pylori infection and fecal microbiota","2020-04-01","Fatima Zohra","","increased","976,200643,171549,28216,80840,171552,506,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_9,40544,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides__uniformis,165179","Experiment 2","Study 243","Signature 1"
"Figure 2D","association between helicobacter pylori infection and fecal microbiota","2020-04-01","Fatima Zohra","","decreased","976,200643,171549,171551,375288,310298,28111,817,820","Experiment 3","Study 243","Signature 1"
"Figure 4","cladogram of differentially distributed taxa among different gastric lesion groups","2020-04-08","Fatima Zohra","","increased","1239,186801,186802,91061,526524,1236,186826,526525,91347,k__Bacteria;p__Tenericutes;c__Mollicutes_RF9,186803,541000,128827,543,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_NK4A136_group*,189330,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae__UCG-002*,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae__UCG-013,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae_UCG-14,216851,244127,1301,191303,561,620,562","Experiment 4","Study 243","Signature 1"
"Figure 4","cladogram of differentially distributed taxa among different gastric lesion groups","2020-04-08","Fatima Zohra","","decreased","976,200643,171549","Experiment 4","Study 243","Signature 2"
"Figure 4","cladogram of differentially distributed taxa among different gastric lesion groups","2020-04-08","Fatima Zohra","","increased","1239,1224,186801,526524,1236,186802,526525,91347,k__Bacteria;p__Tenericutes;c__Mollicutes_RF9,186803,186804,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1,128827,543,1506553,189330,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus_3,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae_UCG-002,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae_UCG-005,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae_UCG-013,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_coprostanoligenes_group*,1501226,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensuu_stricto_1,39948,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae_UCG-003,191303","Experiment 5","Study 243","Signature 1"
"Figure 4","cladogram of differentially distributed taxa among different gastric lesion groups","2020-04-08","Fatima Zohra","","decreased","976,200643,171549","Experiment 5","Study 243","Signature 2"
"Figure 4","cladogram of differentially distributed taxa among different gastric lesion groups","2020-04-08","Fatima Zohra","","increased","1224,1236,91347,543","Experiment 6","Study 243","Signature 1"
"Figure 4","cladogram of differentially distributed taxa among different gastric lesion groups","2020-04-08","Fatima Zohra","","decreased","k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_UCG-003*","Experiment 6","Study 243","Signature 2"
"Figure 1b, text","Skin microorganisms differ with age in the healthy skin","2020-04-03","Lucy Mellor","","increased","1720,1747,1282","Experiment 1","Study 244","Signature 1"
"Figure 1b, text","Skin microorganisms differ with age in the healthy skin","2020-04-03","Lucy Mellor","","decreased","1306","Experiment 1","Study 244","Signature 2"
"Supplemental Table E2, Figure 2b, text","Taxonomic compositions of the healthy skin microbiome at the genus level","2020-04-03","Lucy Mellor","","increased","1743,1716,1279,1578,150022,165779","Experiment 1","Study 244","Signature 3"
"Supplemental Table E2, Figure 2b, text","Taxonomic compositions of the healthy skin microbiome at the genus level","2020-04-03","Lucy Mellor","","decreased","32207,1301,117563,1378,724","Experiment 1","Study 244","Signature 4"
"Supplemental Table E4, Figure 2b","Taxonomic composition of the atopic dermatitis skin microbiome at the genus level among children","2020-04-03","Lucy Mellor","","increased","1279","Experiment 2","Study 244","Signature 1"
"Supplemental Table E4, Figure 2b","Taxonomic composition of the atopic dermatitis skin microbiome at the genus level among children","2020-04-03","Lucy Mellor","","decreased","1716,1654,1301,1378,29465,836,848","Experiment 2","Study 244","Signature 2"
"Supplemental Table E4","Taxonomic composition of the atopic dermatitis skin microbiome at the genus level among those with lesional skin","2020-04-03","Lucy Mellor","","increased","1743,1716,1578","Experiment 3","Study 244","Signature 1"
"Supplemental Table E4","Taxonomic composition of the atopic dermatitis skin microbiome at the genus level among those with lesional skin","2020-04-03","Lucy Mellor","","decreased","1301,117563,1378,482,724","Experiment 3","Study 244","Signature 2"
"Supplemental Table E4","Taxonomic composition of the atopic dermatitis skin microbiome at the genus level among those with non-lesional skin","2020-04-03","Lucy Mellor","","increased","1743,1716,1578","Experiment 3","Study 244","Signature 3"
"Supplemental Table E4","Taxonomic composition of the atopic dermatitis skin microbiome at the genus level among those with non-lesional skin","2020-04-03","Lucy Mellor","","decreased","32207,1301,117563,1378,29465,482,724","Experiment 3","Study 244","Signature 4"
"Supplemental Table E3","Taxonomic compositions of the healthy skin microbiome at the species level","2020-04-03","Lucy Mellor","","increased","1747,1282,147802","Experiment 4","Study 244","Signature 1"
"Supplemental Table E5","Taxonomic composition of the atopic dermatitis skin microbiome at the species level among adults-teenagers","2020-04-03","Lucy Mellor","","increased","1280","Experiment 5","Study 244","Signature 1"
"Supplemental Table E5","Taxonomic composition of the atopic dermatitis skin microbiome at the species level among children","2020-04-03","Lucy Mellor","","increased","1280","Experiment 6","Study 244","Signature 1"
"Supplemental Table E5","Taxonomic composition of the atopic dermatitis skin microbiome at the species level among those with lesional skin","2020-04-03","Lucy Mellor","","increased","1747,147802","Experiment 7","Study 244","Signature 1"
"Supplemental Table E5","Taxonomic composition of the atopic dermatitis skin microbiome at the species level among those with lesional skin","2020-04-03","Lucy Mellor","","decreased","45634","Experiment 7","Study 244","Signature 2"
"Supplemental Table E5","Taxonomic composition of the atopic dermatitis skin microbiome at the species level among those with non-lesional skin","2020-04-03","Lucy Mellor","","increased","1747,1282,147802","Experiment 7","Study 244","Signature 3"
"Supplemental Table E5","Taxonomic composition of the atopic dermatitis skin microbiome at the species level among those with non-lesional skin","2020-04-03","Lucy Mellor","","decreased","43675,45634","Experiment 7","Study 244","Signature 4"
"Figure 5","LEfSe analysis based on OTU characterizes microbiome between the Kidney Stone group and HC group.","2020-04-06","Rimsha Azhar","","increased","72274,468,469,287,562,620,1506553,33038,1283313,158846,1573534,85413,53254,1730,s__bacteroidaceae_bacterium,561","Experiment 1","Study 245","Signature 1"
"Figure 5","LEfSe analysis based on OTU characterizes microbiome between the Kidney Stone group and HC group.","2020-04-06","Rimsha Azhar","","decreased","1508657,990719,39948,61170,168934,41295,204441,28211,638847,638849,1680,1678,85004,31953,1760,360807,841,328814,186803,328813,577310,310297,547","Experiment 1","Study 245","Signature 2"
"Table 2, Figure 2","List of genera that were significantly different between Kidney Stone group and HC group","2020-04-06","Rimsha Azhar","","increased","1283313,1505663,186803,33024,158846,469,561,620,40544,128827,468,72274,526525","Experiment 2","Study 245","Signature 1"
"Table 2, Figure 2","List of genera that were significantly different between Kidney Stone group and HC group","2020-04-06","Rimsha Azhar","","decreased","39488,189330,1508657,207244,1407607,292632,42322,1573535,39948,1263,577310,35832","Experiment 2","Study 245","Signature 2"
"Figure 1a","Linear discriminant analysis (LDA) plots for maternal prenatal atopic asthma for those who gave birth to male caucasian infants","2020-04-08","Lucy Mellor","","increased","g__unclassified_Gemellaceae,o__Gemellaceae,s__unclassified_Gemellaceae,f__Gemellaceae,s__unclassified_Lactococcus,1357,2049,s__unclassified_Actinomyces,1654,s__unclassified_Megamonas,158846","Experiment 1","Study 246","Signature 1"
"Figure 1a","Linear discriminant analysis (LDA) plots for maternal prenatal atopic asthma for those who gave birth to male caucasian infants","2020-04-08","Lucy Mellor","","decreased","g__Other_Trabulsiella,158851,s__unclassified_Lactobacillus","Experiment 1","Study 246","Signature 2"
"Figure 1b","Linear discriminant analysis (LDA) plots for maternal prenatal atopic asthma for those who gave birth to female caucasian infants","2020-04-08","Lucy Mellor","","increased","817,286,s__unclassified_Pseudomonas,351,815,816,200643,976,171549","Experiment 2","Study 246","Signature 1"
"Figure 1b","Linear discriminant analysis (LDA) plots for maternal prenatal atopic asthma for those who gave birth to female caucasian infants","2020-04-08","Lucy Mellor","","decreased","g__Other_Clostridium,s__unclassified_Megasphaera,906","Experiment 2","Study 246","Signature 2"
"Table 1","Distribution of maternal prenatal asthma status and infant faecal Lactobacillus abundance according to study covariates","2020-04-09","Lucy Mellor","","decreased","1578","Experiment 3","Study 246","Signature 1"
"Table 2","Median relative abundance of dominant bacterial taxa at the phylum, family and genus levels in infant gut microbiota according to material prenatal asthma in caucasian infants","2020-04-09","Lucy Mellor","","decreased","33958,1578","Experiment 4","Study 246","Signature 1"
"Supplemental Table S2","Median relative abundance of dominant bacterial taxa in infant gut microbiota according to material prenatal asthma in female infants, vaginally delivered, breastfed, not exposed to materal antibiotics during birth","2020-04-09","Lucy Mellor","","increased","815,816,976,189330","Experiment 5","Study 246","Signature 1"
"Supplemental Table S2","Median relative abundance of dominant bacterial taxa in infant gut microbiota according to material prenatal asthma in female infants, vaginally delivered, breastfed, not exposed to materal antibiotics during birth","2020-04-09","Lucy Mellor","","decreased","1239,1224,543","Experiment 5","Study 246","Signature 2"
"Supplemental Table S3","Median relative abundance of dominant bacterial taxa at the phylum, family and genus levels in infant gut microbiota according to material prenatal asthma in caucasian mothers with allergies during pregnancy","2020-04-09","Lucy Mellor","","decreased","33958,1578,906,543","Experiment 6","Study 246","Signature 1"
"Supplemental Table S3","Median relative abundance of dominant bacterial taxa at the phylum, family and genus levels in infant gut microbiota according to material prenatal asthma in caucasian mothers with no allergies during pregnancy","2020-04-09","Lucy Mellor","","increased","74201,203557,239934","Experiment 7","Study 246","Signature 1"
"Supplemental Table S3","Median relative abundance of dominant bacterial taxa at the phylum, family and genus levels in infant gut microbiota according to material prenatal asthma in caucasian mothers with no allergies during pregnancy","2020-04-09","Lucy Mellor","","decreased","2049,1654","Experiment 7","Study 246","Signature 2"
